leaf,Amount_Borrowed,Predict_Return,Actual_Return,Predict_Sd,Year,Node_ID
81,3300841,0.0713754088,0.0706257239,0.004383846,2013,201381
82,2162323.59,0.048018318,0.0635222815,0.021836209,2013,201382
85,295300,0.0467173844,0.0580138814,0.0280183691,2013,201385
86,1269830,0.0046857383,0.0452122217,0.0453669814,2013,201386
88,2976463.36,0.0666167053,0.0494921767,0.0041946546,2013,201388
89,3603385.65,0.0425187008,0.068944942,0.021466874,2013,201389
91,2153331.43,0.0118163111,0.0591371628,0.0462422403,2013,201391
92,3781809.17,0.0423945344,0.0671081255,0.0161528713,2013,201392
93,2956036.39,0.0110486152,0.0535529022,0.067949138,2013,201393
95,5314022.62,0.0713009875,0.0608572206,0.0044720602,2013,201395
96,1810069.37,0.058121996,0.0462723112,0.0040425174,2013,201396
97,4388052.11,0.0242135571,0.058697062,0.0556863951,2013,201397
98,4062685.31,0.0048823603,0.064918994,0.045845254,2013,201398
102,2683508.17,0.108309355,0.1097768896,0.0050571275,2013,2013102
103,2371062.67,0.1295893218,0.1435571006,0.0102056468,2013,2013103
106,584403,0.1562112909,0.180331916,0.0130519417,2013,2013106
107,606500,0.1792894271,0.1746773191,0.0151876635,2013,2013107
108,214500,0.2048470457,0.2175407817,0.028418057,2013,2013108
115,44200,0.047085274,0.1363534433,0.0507895971,2013,2013115
116,67500,-0.0370453858,0.1203592685,0.0818058815,2013,2013116
117,319201.11,-0.0568642831,0.0810565841,0.088365097,2013,2013117
119,146000,0.1003004375,0.133771482,0.04176888,2013,2013119
120,260900,0.0097522769,0.1334623212,0.0706008495,2013,2013120
121,248400,0.082608302,0.1107433506,0.0455098551,2013,2013121
123,110890.91,0.0522963192,0.11201489,0.0587477572,2013,2013123
125,118300,0.0871733803,0.162668267,0.0295054676,2013,2013125
126,116500,0.1370047165,0.1304545681,0.0239263274,2013,2013126
133,725196.02,0.12286993,0.1283510619,0.0161917138,2013,2013133
135,1189453,0.0528147353,0.1032297187,0.0613841773,2013,2013135
137,1435038.78,0.0696297009,0.0801815594,0.04218124,2013,2013137
138,1381447.35,0.1137275043,0.068624025,0.0167419346,2013,2013138
139,1393375,0.0225343092,0.0837421967,0.0543717688,2013,2013139
142,1067491.71,0.0773439607,0.0884148633,0.0262020862,2013,2013142
144,1701761.5,0.1196738831,0.0923871751,0.0075038194,2013,2013144
145,3078858,0.0991911503,0.0749514221,0.0306441932,2013,2013145
147,204150,0.0986880803,0.0760911885,0.0542443935,2013,2013147
149,450900,0.1769893541,0.1356254423,0.0629489199,2013,2013149
150,517055,0.107483389,0.1345532244,0.0349554384,2013,2013150
156,479149.45,0.0914664394,0.0459902781,0.041612385,2013,2013156
159,236600,0.0208723118,0.0607428922,0.0680057609,2013,2013159
160,724273.78,0.0802462002,0.0951462276,0.0688527014,2013,2013160
161,1042100,-0.0083876178,0.0771188656,0.0785779624,2013,2013161
165,1334543.2,0.0232399579,0.0996116331,0.056169723,2013,2013165
166,1510736,0.0917967821,0.0925964335,0.0396517174,2013,2013166
168,835689.13,0.0700871337,0.0773270757,0.0728094414,2013,2013168
171,1402385,0.1310228546,0.1109890427,0.0218376929,2013,2013171
172,1607070.63,0.0785302556,0.051392488,0.0326360936,2013,2013172
174,1594550,0.1654528771,0.0765393308,0.0113375242,2013,2013174
175,1657000,0.1108782571,0.1054302816,0.0217700172,2013,2013175
177,2734794.17,0.0799713561,0.100103579,0.0426953067,2013,2013177
178,1411060,0.0194274912,0.0789509492,0.067192842,2013,2013178
181,1358196,0.0405535833,0.0993721784,0.0560964773,2013,2013181
182,2358090,0.0836572577,0.1113109154,0.0404734208,2013,2013182
183,1883149,-0.0124588015,0.0670945162,0.0613003709,2013,2013183
184,1762608.53,-0.0195397419,0.0945027711,0.0880903717,2013,2013184
186,1987474.42,0.0793557776,0.0624604268,0.0500262639,2013,2013186
187,4730509.74,0.1417106386,0.0908850051,0.0170356398,2013,2013187
194,2491402,0.0499801538,0.0926758859,0.0452372746,2013,2013194
195,6043357.57,0.0933218339,0.0891760989,0.0171410272,2013,2013195
196,7612374.86,0.1188244369,0.0876917301,0.0056215376,2013,2013196
202,1366679.77,0.1334456945,0.0846178623,0.0159160935,2013,2013202
203,744000,0.0881444282,0.125880501,0.04422528,2013,2013203
205,1766095,0.1402333022,0.1384436614,0.015200898,2013,2013205
206,2146687.2,0.1725621801,0.1162278629,0.0114869074,2013,2013206
210,2499240.02,0.1172702376,0.1026176886,0.0307843946,2013,2013210
211,3112125,0.1511955928,0.1273722254,0.0196181828,2013,2013211
212,3151961.51,0.0716436292,0.1281630619,0.0674341523,2013,2013212
213,2552629.22,0.0741450395,0.120669237,0.0645367567,2013,2013213
216,2734288.4,0.0976749016,0.1248897818,0.0431721243,2013,2013216
217,1963719,0.0422847423,0.1287419996,0.0681468813,2013,2013217
218,2543150,0.1208034322,0.1287250511,0.0152217338,2013,2013218
221,3891901.56,0.1434072286,0.105865517,0.0360723019,2013,2013221
222,3524924.87,0.0959887978,0.1206768341,0.0546904502,2013,2013222
223,4763911.04,0.1605104816,0.1163262707,0.0184637305,2013,2013223
224,2634063,0.0615639709,0.1257104529,0.0552242736,2013,2013224
227,1014133.31,0.1515088455,0.157961243,0.0593217825,2013,2013227
229,329475,0.1448887225,0.0724869024,0.0330725689,2013,2013229
231,758000,0.0943368977,0.1138506494,0.0604230863,2013,2013231
232,493000,0.0285208266,0.128094982,0.0757339261,2013,2013232
235,366300,0.1524852154,0.1740748954,0.0462631952,2013,2013235
236,680249,0.2077836529,0.0533601142,0.0256350159,2013,2013236
237,269300,0.1091255605,0.1151532655,0.0555322687,2013,2013237
243,1670260,0.0383951463,0.1039306254,0.059772,2013,2013243
245,2669730.86,0.035219687,0.0894751511,0.0593099362,2013,2013245
247,1755480,0.049673073,0.1088470411,0.0452070187,2013,2013247
252,5040951.65,0.0833441979,0.1060289475,0.0285401408,2013,2013252
253,5346321.22,0.1193998651,0.0775813512,0.0062358507,2013,2013253
254,7409176.1,0.062233962,0.0956795694,0.0568923624,2013,2013254
256,690484,0.0875389868,0.1350612084,0.0536864013,2013,2013256
258,377100,0.1228212248,0.1411705122,0.0536348605,2013,2013258
259,1023950,0.1698715829,0.0704527836,0.0188377526,2013,2013259
261,1930867.52,0.0363662876,0.0955226429,0.055198764,2013,2013261
262,3741214.66,0.1183132981,0.1103505174,0.0425683414,2013,2013262
265,1570199.71,0.0460438399,0.1049925312,0.0446722414,2013,2013265
266,2491385.55,0.1095371042,0.1193825127,0.0327885986,2013,2013266
270,2627600,0.1195154546,0.1109531258,0.0262107013,2013,2013270
271,1556841.63,0.0600008002,0.0677253657,0.0634933845,2013,2013271
274,3263694.79,0.1055881073,0.0914444709,0.058171424,2013,2013274
276,1682100,0.1518151204,0.1077583547,0.0210201588,2013,2013276
277,2086914.71,0.1175892687,0.1025107443,0.043187159,2013,2013277
278,3066626.91,0.1673919915,0.1037498304,0.0164947431,2013,2013278
280,2352800,0.1254484665,0.0903740153,0.0305034132,2013,2013280
281,3163741.75,0.0472269318,0.107027196,0.071983358,2013,2013281
282,2165680,0.0395781976,0.1175138481,0.0498497235,2013,2013282
284,760177.85,0.0885956724,0.1246125097,0.0451183168,2013,2013284
285,913804.66,-0.0193738827,0.1349427281,0.0934274941,2013,2013285
287,2784421,0.0859312914,0.1097444022,0.0471810077,2013,2013287
290,7554450.98,0.1199169011,0.104201471,0.0150110913,2013,2013290
292,1150350,0.1345622511,0.1610239813,0.0730168282,2013,2013292
294,371200,0.1461290472,0.079424388,0.0417167431,2013,2013294
295,664800,0.1880855113,0.1791353582,0.0228574661,2013,2013295
296,1292303.01,0.0886892496,0.1031454335,0.0512485404,2013,2013296
298,986244.08,-0.0513669966,0.1157709082,0.0669510661,2013,2013298
300,2715950.33,0.0301933807,0.114776742,0.0642684412,2013,2013300
301,1692201.01,0.1103996384,0.1163311262,0.0334642978,2013,2013301
306,12500,0.1400079128,0.2387097783,0.009299957,2013,2013306
307,22200,0.1780607583,0.2391757858,0.0162426884,2013,2013307
308,37500,0.1027619599,0.1397752506,0.0468685297,2013,2013308
315,7500,0.0492037251,0.2358271372,0.0863924762,2013,2013315
321,5200,-0.0347928639,0.2430799033,0.0752527004,2013,2013321
325,5000,0.0450130281,0.2377427057,0.0484980401,2013,2013325
326,4000,-0.0330674731,0.2707275572,0.0690937642,2013,2013326
330,2700,0.1017300393,0.2309165387,0.0448994148,2013,2013330
336,2000,0.0545736633,0.2482234705,0.0652761198,2013,2013336
337,16200,0.1055373271,0.2343518552,0.0547379849,2013,2013337
338,2000,-0.0006416105,0.2279995109,0.0656977026,2013,2013338
339,14500,-0.0139394207,0.2347600868,0.0767581799,2013,2013339
340,4000,-0.0341868853,0.2227445109,0.0615657897,2013,2013340
343,4000,0.0194736884,0.2370159705,0.0665933719,2013,2013343
344,46750,-0.0326924356,-0.0040103449,0.1007887578,2013,2013344
345,42500,-0.1244455082,0.151867914,0.0758547163,2013,2013345
348,4300,0.0689611949,0.2359627219,0.040182042,2013,2013348
349,2500,0.1328946435,0.3616124705,0.0195334581,2013,2013349
352,14222.58,0.0273551054,0.2495985081,0.0566001269,2013,2013352
354,3000,0.0612879427,0.2354784705,0.0441579916,2013,2013354
355,13000,0.0992323502,0.0985369321,0.0564626976,2013,2013355
356,79500,-0.0046902046,0.2201149662,0.0814714744,2013,2013356
361,13000,-0.0101405478,0.2330691589,0.0768047302,2013,2013361
366,9500,0.043372732,0.2376459697,0.0590523752,2013,2013366
369,7500,0.1409184165,0.2414313763,0.0563164641,2013,2013369
370,5000,0.0720674664,0.2376804705,0.070339086,2013,2013370
371,6000,0.1567795124,-0.3385112534,0.0345391865,2013,2013371
373,9800,-0.012595428,0.2456050612,0.0613454975,2013,2013373
374,25500,0.0698823587,0.2351883172,0.067993097,2013,2013374
375,57500,0.1400300293,0.1475598601,0.07707745,2013,2013375
376,37750,0.0154210601,-0.0047615873,0.0848140758,2013,2013376
378,6951.23,0.1718122729,0.2477230582,0.0152504924,2013,2013378
380,64500,0.1287730058,0.1890083329,0.0427505293,2013,2013380
381,104000,0.066734323,0.1352654653,0.0713032947,2013,2013381
383,9000,-0.0368533859,-0.1883293073,0.1064548012,2013,2013383
384,4000,0.0461891838,0.2304950572,0.0725718465,2013,2013384
387,34000,0.024435885,0.1566421258,0.066589519,2013,2013387
388,6000,-0.0964437759,0.2356168039,0.0907120908,2013,2013388
390,32861.09,0.0033411393,-0.0707737434,0.0689899009,2013,2013390
391,33000,0.0931515935,0.1352427631,0.0579496573,2013,2013391
399,9000,-0.0983646041,-0.0536481961,0.0798142718,2013,2013399
400,13500,0.0470107794,0.0778464638,0.0840603274,2013,2013400
403,5000,0.1214413362,0.244169719,0.019130734,2013,2013403
409,8000,0.0387665348,0.2458997205,0.0801163589,2013,2013409
416,6500,-0.1349832507,0.2512930859,0.0950347716,2013,2013416
417,4000,-0.0115647678,0.2319338847,0.0933249521,2013,2013417
419,6000,-0.2683400982,0.238770484,0.0931097301,2013,2013419
420,3500,-0.0883751909,0.2446707673,0.0952582408,2013,2013420
9,248892.47,0.0444174139,0.0731282894,0.0601872894,2014,20149
12,594299,0.0840463178,0.0641317793,0.0057926529,2014,201412
13,914947.57,0.0696935789,0.0661195266,0.0038176748,2014,201413
15,1038019.2,0.0360478253,0.0567515704,0.0411158703,2014,201415
16,1202469,0.0732833131,0.0630864179,0.0045825848,2014,201416
18,1199418.71,0.059987398,0.0521786813,0.0204258528,2014,201418
19,1674068.26,-0.0137781681,0.0578853818,0.0581165454,2014,201419
24,1040261.36,0.0417577388,0.0498823463,0.0489212194,2014,201424
26,2836640.26,0.0786462152,0.0387422676,0.0044573659,2014,201426
27,2870611.09,0.0657246638,0.0627908662,0.0050441995,2014,201427
28,3301469,0.0079862024,0.0653602711,0.0532768715,2014,201428
31,3217813.48,0.0727949525,0.067582771,0.0042984764,2014,201431
32,6016284.97,0.0793100985,0.0587985277,0.0039566904,2014,201432
34,2977401.44,0.0744595342,0.0672190865,0.0043875462,2014,201434
35,5896088.31,0.0313772936,0.0618020472,0.0330041615,2014,201435
39,1069828.53,0.0540467359,0.0525234494,0.0188340051,2014,201439
40,3153498.63,0.0706064547,0.0542285581,0.0046017132,2014,201440
41,2840283.39,0.0287800435,0.0366890054,0.0542309874,2014,201441
45,1006283,0.058248617,0.0432241413,0.0181310781,2014,201445
47,1852115.6,0.0688686857,0.0608481324,0.0039993161,2014,201447
49,2923646.23,0.0743138676,0.066562262,0.0046084978,2014,201449
50,4919698.84,0.0801842302,0.0465290065,0.0050184422,2014,201450
52,2312211.5,0.0254019531,0.0593007171,0.0380945219,2014,201452
53,4958073.18,0.0632869092,0.0463677611,0.0209388576,2014,201453
57,1931312.34,0.0777304836,0.0356286191,0.0043565306,2014,201457
58,5400103.64,0.0687440413,0.0654376762,0.0077952266,2014,201458
62,3507715.78,0.0793530779,0.0498970522,0.004283449,2014,201462
63,5684071.86,0.0726485434,0.052131108,0.0032724692,2014,201463
64,4773812.3,0.082206467,0.0633796568,0.0043724693,2014,201464
65,4416638.03,0.0870644943,0.0572004852,0.0038444568,2014,201465
69,1744281.18,0.0592550756,0.0658186523,0.0224766857,2014,201469
70,4520582.36,0.0767949955,0.0539563435,0.0048601834,2014,201470
71,6112089.14,0.0878505405,0.0522402649,0.0044900756,2014,201471
73,5088188.32,0.0356940549,0.0560338801,0.0284207429,2014,201473
74,8023300.66,0.0672607177,0.0545087419,0.0168020854,2014,201474
76,6767839.61,0.015939535,0.0548426431,0.0725878071,2014,201476
78,5568699.28,0.0733736107,0.0552962728,0.0049054332,2014,201478
79,11419818.62,0.0422478106,0.0537713134,0.0728089097,2014,201479
82,4791243.26,0.0557099502,0.0545168488,0.0271707283,2014,201482
83,7537312.86,-0.0006290301,0.0638487869,0.0519628055,2014,201483
86,8307982.58,0.0346978548,0.0498776113,0.0213218413,2014,201486
89,6112921.02,0.0399340901,0.0438790761,0.0309076424,2014,201489
91,2449504.42,0.0472853516,0.0518121089,0.0198170999,2014,201491
92,8143359.12,0.0769158205,0.0615817698,0.004386149,2014,201492
94,8580720.53,0.070859815,0.0584217753,0.0046400635,2014,201494
96,2417245.31,0.0754739528,0.0640212396,0.00421226,2014,201496
97,7749352.38,0.0844715267,0.0605517001,0.004758989,2014,201497
98,5297462.93,0.0242799367,0.0503397836,0.0312618268,2014,201498
103,1489600.29,0.0251429366,0.0299170757,0.0374766805,2014,2014103
105,1926435.05,0.0413295819,0.0411815947,0.0426723296,2014,2014105
107,603267.26,0.0486022695,0.029970691,0.003440204,2014,2014107
108,2883195.26,0.0560437249,0.0420888829,0.003896329,2014,2014108
116,493200,0.0534324993,0.0437000813,0.0032069493,2014,2014116
118,493935.38,0.0466021515,0.0102386834,0.0037502658,2014,2014118
119,374880,0.0505412311,-0.0095493006,0.0037329167,2014,2014119
120,818004,0.0532889589,0.036604827,0.0033537355,2014,2014120
123,476899.29,0.0501761158,0.0436667798,0.0033047298,2014,2014123
124,380400,0.0553444573,0.0413053614,0.0033216782,2014,2014124
125,776138.93,0.0579973953,0.0457921133,0.0038027177,2014,2014125
126,3050390.8,0.0595789278,0.0395927143,0.0038737526,2014,2014126
128,1935120.64,0.0287252584,0.0311712837,0.0320954188,2014,2014128
131,1869500.54,0.0520155684,0.0376955675,0.0040192046,2014,2014131
132,5116076.04,0.0595586069,0.036713478,0.0035007865,2014,2014132
135,3230641.86,0.0427011207,0.0418329861,0.0084241472,2014,2014135
137,1284283,0.0528224244,0.0425107153,0.0030119459,2014,2014137
138,6294934.67,0.0582436397,0.0394349664,0.0033151506,2014,2014138
139,4142854.08,0.0395495494,0.0345162139,0.031802257,2014,2014139
140,3293420.76,0.0656076396,0.0202351146,0.0060852285,2014,2014140
141,2953099.47,0.034550151,0.0399669099,0.0318355246,2014,2014141
143,1664717.26,0.0535954629,0.044662656,0.0042287918,2014,2014143
144,5953268.3,0.0675976347,0.0346938759,0.0070060228,2014,2014144
147,1174653.62,-0.0129534597,0.0247780468,0.0651012174,2014,2014147
148,1521392.29,0.044274309,0.0323054603,0.0277437865,2014,2014148
151,3118373.8,0.0518782588,0.0383592191,0.0037347932,2014,2014151
152,3852629.24,0.0569102577,0.0441088429,0.0029643373,2014,2014152
153,9938125.12,0.0276390318,0.035788405,0.019976427,2014,2014153
155,5008025.45,-0.0232373272,0.0537538477,0.0762873117,2014,2014155
157,2905563.02,0.027602171,0.0424956431,0.0563719579,2014,2014157
158,12704120.35,0.067022453,0.059566227,0.0118932835,2014,2014158
163,867150,0.1062011289,0.0983272909,0.0055399001,2014,2014163
164,3007045.48,0.1149663947,0.0961328882,0.0051003647,2014,2014164
168,1108211,0.1492953339,0.1274757967,0.0052934383,2014,2014168
169,2048007,0.1395009656,0.1291598051,0.0081201399,2014,2014169
174,173289,0.1700689338,0.1592098925,0.009204263,2014,2014174
175,1111500,0.1859217048,0.1629680435,0.008038954,2014,2014175
176,328500,0.2129152218,0.2055159399,0.0116897707,2014,2014176
182,3000,-0.027220688,0.0923014462,0.087691226,2014,2014182
185,159120,0.0960465967,0.106001577,0.0395701952,2014,2014185
186,209152,0.0293504161,0.1109029852,0.0522447373,2014,2014186
188,387500,0.0444825421,-0.028312525,0.0603075894,2014,2014188
189,483745,-0.0077946544,0.1033585679,0.0616713879,2014,2014189
190,197000,0.1307317837,0.0122679776,0.0571564301,2014,2014190
192,226750,-0.0667708882,0.0343178016,0.0799082565,2014,2014192
193,265000,0.0269824647,0.1248296366,0.0658945296,2014,2014193
200,1475242.79,0.0919387522,0.0972895139,0.0453983996,2014,2014200
201,1037278,0.0404257548,0.063289512,0.0811282275,2014,2014201
203,857616,0.1314686276,0.0564617597,0.0196145025,2014,2014203
205,928230.83,0.0745039993,0.0861576703,0.0417685782,2014,2014205
206,1510265.05,0.1104491664,0.0896666499,0.025874341,2014,2014206
211,1451575,0.1034155498,0.0309677348,0.0290020375,2014,2014211
212,1700200,0.0321471084,0.0664638977,0.0519011505,2014,2014212
214,1790348,0.0816050117,0.0641291991,0.030094063,2014,2014214
215,1809149,0.1293352902,0.075735498,0.0358705827,2014,2014215
217,3504555,-0.0028224064,0.0477626328,0.0616031568,2014,2014217
219,1978405,0.0663956722,0.0881417595,0.0546027053,2014,2014219
220,2731351,0.1246100719,0.0769608932,0.0154895975,2014,2014220
221,2934046.92,0.0244325182,0.0515763318,0.0545496015,2014,2014221
224,3081948.43,0.083125778,0.0334219923,0.0551341537,2014,2014224
225,3442474.48,0.128850604,0.0546540653,0.0349726892,2014,2014225
226,1932550.47,0.1620660818,0.059550404,0.0104730393,2014,2014226
228,336400,0.1721067339,0.0876706085,0.0448582771,2014,2014228
229,446889,0.1064359138,0.1141933439,0.0750236578,2014,2014229
232,734788.15,-0.0329602834,0.09146545,0.0909977123,2014,2014232
235,1133243,0.0428342984,0.0550426885,0.0531241709,2014,2014235
236,1702245.29,-0.0182809771,0.0617836603,0.0697098724,2014,2014236
238,2865059.57,0.0534109687,0.0490692046,0.077197918,2014,2014238
239,4279293.25,0.1089593792,0.0652603343,0.033221928,2014,2014239
242,750170,0.0861380327,0.0817630549,0.0426954806,2014,2014242
243,751600,-0.0026158546,0.0061846496,0.0964574046,2014,2014243
249,886140,0.1459513646,-0.0141097887,0.0383417064,2014,2014249
250,1445952.5,0.0987435545,0.089084335,0.0450123578,2014,2014250
251,2756615.5,0.0659420698,0.0690485558,0.0440782849,2014,2014251
252,2400744.08,0.0370814684,0.0624367617,0.0873933696,2014,2014252
253,5600307.48,0.136740942,0.0615715809,0.0415059385,2014,2014253
256,2226757,-0.0156426253,0.0677709984,0.0609602282,2014,2014256
257,3809288,0.054811291,0.0491909649,0.0607221027,2014,2014257
260,3884831,0.0976943427,0.0735425634,0.0551341783,2014,2014260
262,3194973,-0.0092115062,0.0858778568,0.0768523031,2014,2014262
263,8460792.39,0.056504662,0.0819098356,0.0492302594,2014,2014263
265,5323487.39,0.1339558682,0.0560495254,0.0378916594,2014,2014265
267,4887204,0.0651540863,0.0709598974,0.0380924631,2014,2014267
268,4845359.25,0.1046148615,0.0673280525,0.0284430276,2014,2014268
277,1807060,0.1213605682,0.0639209946,0.0120258238,2014,2014277
280,4481083.3,0.0055135071,0.0671559891,0.0586566502,2014,2014280
281,813634.01,0.0745588745,0.0711448022,0.0554147124,2014,2014281
284,186445.72,0.0326008881,0.0885463428,0.0599415787,2014,2014284
287,4121572.17,0.0736452206,0.0469348644,0.0341186505,2014,2014287
289,1762189,0.1411568309,0.0650751987,0.0346360078,2014,2014289
291,1622110.45,0.0879818302,0.0785461297,0.0586910354,2014,2014291
292,1330839,0.1217203108,0.0646989308,0.0347491549,2014,2014292
293,3046748.53,0.0434855257,0.0788094671,0.0632778789,2014,2014293
295,1260313,0.0772750467,0.0837339068,0.0595872514,2014,2014295
296,3522021.02,0.0169695906,0.0964114117,0.0786722427,2014,2014296
297,3645720.08,0.0110648817,0.0566691653,0.0703616486,2014,2014297
301,2892640,0.0857412875,0.0726441099,0.0430913687,2014,2014301
302,4060516.65,0.1203086761,0.0892771341,0.0309921917,2014,2014302
303,2954167.53,0.1398038791,0.0966600302,0.0107267673,2014,2014303
304,5640193.31,0.060448576,0.0622130398,0.0475695734,2014,2014304
310,1225666.67,0.1527035316,0.0971061468,0.0089089066,2014,2014310
311,3577098.89,0.1148917397,0.0615777221,0.0422124364,2014,2014311
312,2850384,0.0867549779,0.0533010457,0.0462728038,2014,2014312
313,4354461,0.1501604855,0.0674451268,0.0107773642,2014,2014313
314,5199079,0.0774490749,0.0730132233,0.0578299436,2014,2014314
318,4860491.56,0.0240947516,0.0723114322,0.0419265057,2014,2014318
319,6933325.11,0.0932460233,0.0624309925,0.0548145213,2014,2014319
321,7754101.7,0.0749632635,0.0709444997,0.052805478,2014,2014321
323,8197440.47,0.1386616652,0.0913107425,0.0207567382,2014,2014323
324,9464600.66,0.1014908728,0.0654420558,0.0348707628,2014,2014324
325,3161505,0.0125829477,0.0418978319,0.0757820742,2014,2014325
331,2964703,0.1048940487,0.095768936,0.0446060979,2014,2014331
332,3721050.82,0.0415967526,0.0893274581,0.0419155071,2014,2014332
333,7016938.67,0.1064545186,0.0695815993,0.0250736077,2014,2014333
334,3241303,0.0420189073,0.0897275627,0.0746824979,2014,2014334
340,7751680.76,0.0631776271,0.0815814546,0.0500326278,2014,2014340
341,9075184.68,0.1093729076,0.08629743,0.0185656301,2014,2014341
342,7830603.51,0.0217754373,0.058672838,0.0559169655,2014,2014342
343,15812667.93,0.1106395957,0.0690203606,0.0067921474,2014,2014343
345,9261978.92,0.0987332982,0.0743646107,0.0070076896,2014,2014345
346,11358438.62,0.1217147317,0.0752115036,0.0050096777,2014,2014346
351,997583,0.1269631973,0.1026325352,0.0321446351,2014,2014351
352,2437618.63,0.1584861582,0.0776493194,0.0424435382,2014,2014352
357,3123019,0.1499500905,0.1052622002,0.0308067851,2014,2014357
358,2724725,0.0806753068,0.0892230149,0.0469291368,2014,2014358
359,3340075,0.0506446621,0.0945432261,0.0475215876,2014,2014359
361,5873447.03,0.102176443,0.0895310742,0.0499224771,2014,2014361
363,3401877.81,0.1707501202,0.0792217312,0.007644138,2014,2014363
364,4130031.28,0.1401378091,0.0909212323,0.0232768907,2014,2014364
365,9001256.99,0.0799767509,0.084500178,0.0641834985,2014,2014365
366,8154950.5,0.0667856874,0.0708815172,0.0731987397,2014,2014366
368,5089455.01,0.1060552878,0.104677462,0.0481928969,2014,2014368
371,4581603.96,0.1400946641,0.0907667529,0.0378753817,2014,2014371
373,4563872,0.1757722724,0.0775766109,0.023574524,2014,2014373
374,6116141.95,0.1525477165,0.0706214484,0.0119950049,2014,2014374
375,7484748,0.1181710402,0.0947121109,0.0519789723,2014,2014375
377,4849920.43,0.1127482672,0.080353931,0.0388335338,2014,2014377
378,7125788.6,0.0250465622,0.0828093828,0.0635566917,2014,2014378
382,342400,0.0949146559,-0.0093610436,0.0461341262,2014,2014382
383,353327,0.0409908801,0.066552846,0.0791303818,2014,2014383
387,4431522.33,0.1097733102,0.0786952999,0.0270545849,2014,2014387
389,4426119.48,0.1112144335,0.0855347939,0.0118545749,2014,2014389
390,2352567,0.1285997965,0.0619493805,0.005280117,2014,2014390
392,12804389.98,0.0269187088,0.0727809255,0.0561552375,2014,2014392
393,27268331.41,0.0881371054,0.0739204362,0.0415192545,2014,2014393
400,3578106.37,0.1556589363,0.0787282654,0.0194151873,2014,2014400
401,1710293,0.1337599636,0.1089064676,0.0385106333,2014,2014401
402,3250415,0.1052919158,0.0999132582,0.0478051886,2014,2014402
403,3566647.13,0.1650244267,0.0917802531,0.0236472708,2014,2014403
405,1957329,0.0617252416,0.1009438004,0.0727362442,2014,2014405
406,2149879,0.1148856586,0.1195368709,0.0455968433,2014,2014406
408,2968675,0.1468258431,0.0799460317,0.028341168,2014,2014408
412,1519184,0.1312716415,0.1193235328,0.0324131474,2014,2014412
416,5120065.76,0.0571376784,0.1043981795,0.0647894983,2014,2014416
419,1921251,0.1479236052,0.0696062011,0.0150083371,2014,2014419
420,2961314,0.1195850018,0.0962315758,0.0328247533,2014,2014420
422,2974577.4,0.1058824486,0.0782649049,0.0567440702,2014,2014422
423,3459267,0.0657611026,0.1041927852,0.0636856041,2014,2014423
424,6720972,0.0422239792,0.0687880975,0.0649257393,2014,2014424
425,3544736,0.1255309121,0.1112434763,0.0285858377,2014,2014425
426,3146014,0.0497799038,0.1131508579,0.08972279,2014,2014426
427,4843078,0.1337700486,0.0894668688,0.037999485,2014,2014427
430,3230594.99,0.1504109564,0.1209820896,0.0249425968,2014,2014430
431,3626970.56,0.0863627779,0.1052845462,0.057960049,2014,2014431
435,1950250,0.1027426303,0.076701411,0.0434668489,2014,2014435
436,5107689.67,0.1587335206,0.0966465295,0.0345605828,2014,2014436
438,4315063,0.1770609841,0.1065297443,0.0084527464,2014,2014438
439,3052141,0.1525841609,0.0997689515,0.0331741054,2014,2014439
440,4168459.39,0.103766521,0.1203519511,0.0615263652,2014,2014440
443,4350501,0.1038613139,0.0535561656,0.0517420403,2014,2014443
445,9935841.49,0.07084892,0.0647542981,0.0658277688,2014,2014445
446,4633726,0.0072734612,0.0877175112,0.0659894857,2014,2014446
450,1594650,0.1477035709,0.0907445667,0.0484918111,2014,2014450
451,4032655,0.0731493906,0.0893193911,0.0588846298,2014,2014451
452,3543310,0.0480366021,0.0234864696,0.0811195231,2014,2014452
453,4317786,0.1581816907,0.0599941597,0.024147795,2014,2014453
456,3555554,0.0417750321,0.092300893,0.0610447788,2014,2014456
457,7459473.65,0.1141313269,0.095682299,0.0280600535,2014,2014457
458,6017929.16,-0.0346955448,0.0686262346,0.0715755794,2014,2014458
464,368740,0.0692185268,0.085986269,0.0470328359,2014,2014464
466,367205,0.1554056942,0.1350698383,0.0449652054,2014,2014466
467,720450,0.1016055435,0.1299197889,0.0583024398,2014,2014467
469,708289,0.114006011,0.1216465468,0.0460606187,2014,2014469
472,755036,0.2042337405,0.1506249583,0.018690862,2014,2014472
473,798978,0.1571610645,0.1118304319,0.0342756856,2014,2014473
474,1537002,0.1322333787,0.113249428,0.0459652157,2014,2014474
475,492564,0.059900836,0.1463296916,0.0798910664,2014,2014475
480,559052,0.1343415714,0.1341183389,0.0573304431,2014,2014480
482,1071151,0.2166646356,0.1337187655,0.0287081568,2014,2014482
483,974600,0.1799236988,0.1615904628,0.0495684724,2014,2014483
485,1256753,0.170561096,0.1449508544,0.0529655684,2014,2014485
486,567308,0.0883064054,0.0567506617,0.0695229059,2014,2014486
487,1004061,0.1114361043,0.1537886304,0.0622780412,2014,2014487
488,491650,0.2039824434,0.1745009154,0.0258319266,2014,2014488
493,810236,0.1206657661,0.0555820409,0.0550768372,2014,2014493
