,field,pvalues,rsquared,coef,conf_low,conf_high
172,C(occupation)[T.Realtor],4.08306191098e-40,0.32246544509,-0.15600093282,-0.179059187192,-0.132942678448
173,C(occupation)[T.Religious],0.0120656348213,0.32246544509,-0.05629168755,-0.100243776148,-0.0123395989517
174,C(occupation)[T.Retail Management],1.46890270406e-07,0.32246544509,-0.0335110595648,-0.0460060083103,-0.0210161108193
175,C(occupation)[T.Sales - Commission],5.90344081053e-20,0.32246544509,-0.0555126087493,-0.0674075950977,-0.0436176224009
176,C(occupation)[T.Sales - Retail],1.72437005326e-22,0.32246544509,-0.0614466336108,-0.0737887708481,-0.0491044963735
177,C(occupation)[T.Scientist],0.628705486627,0.32246544509,-0.00639444781097,-0.0323130670748,0.0195241714529
178,C(occupation)[T.Skilled Labor],5.26818554543e-16,0.32246544509,-0.0489453215156,-0.0607802858969,-0.0371103571343
179,C(occupation)[T.Social Worker],0.000554493424573,0.32246544509,-0.03329634659,-0.0521958493903,-0.0143968437897
180,C(occupation)[T.Student - College Freshman],5.00175094175e-06,0.32246544509,-0.297509070638,-0.425248822058,-0.169769319217
181,C(occupation)[T.Student - College Graduate Student],2.79919373137e-07,0.32246544509,-0.124837871421,-0.172471828842,-0.0772039139991
182,C(occupation)[T.Student - College Junior],6.22669247547e-08,0.32246544509,-0.207167129972,-0.282188483937,-0.132145776007
183,C(occupation)[T.Student - College Senior],5.00555051184e-06,0.32246544509,-0.147184273019,-0.210382140044,-0.0839864059932
184,C(occupation)[T.Student - College Sophomore],1.11528864878e-08,0.32246544509,-0.298924409548,-0.40148768803,-0.196361131066
185,C(occupation)[T.Student - Community College],0.000429344052734,0.32246544509,-0.184254434903,-0.286808203906,-0.0817006658997
186,C(occupation)[T.Student - Technical School],1.18890915827e-05,0.32246544509,-0.323485596368,-0.468249280254,-0.178721912481
187,C(occupation)[T.Teacher's Aide],8.58658529284e-06,0.32246544509,-0.0727397779455,-0.104776705297,-0.0407028505944
188,C(occupation)[T.Teacher],1.22451419169e-06,0.32246544509,-0.0284577661793,-0.0399538861974,-0.0169616461613
189,C(occupation)[T.Tradesman - Carpenter],0.000108080945009,0.32246544509,-0.0782823641725,-0.117910639438,-0.0386540889067
190,C(occupation)[T.Tradesman - Electrician],0.0305860225082,0.32246544509,-0.0248607507508,-0.0473939258703,-0.00232757563123
191,C(occupation)[T.Tradesman - Mechanic],0.000105090933097,0.32246544509,-0.0322585238193,-0.0485597429977,-0.0159573046409
192,C(occupation)[T.Tradesman - Plumber],0.037010115605,0.32246544509,-0.0440819425746,-0.0855073334446,-0.00265655170468
193,C(occupation)[T.Truck Driver],6.52696570773e-16,0.32246544509,-0.0533732987359,-0.066320629953,-0.0404259675189
194,C(occupation)[T.Waiter/Waitress],1.68612509628e-13,0.32246544509,-0.0981671713,-0.124266412836,-0.0720679297637
195,months_employed,4.52393663142e-07,0.319326270548,3.30319536822e-05,2.0200679476e-05,4.58632278883e-05
196,C(borrower_state)[T.AL],0.0711458725105,0.329634054124,-0.0290350426139,-0.0605707849435,0.00250069971573
197,C(borrower_state)[T.AR],0.847174619664,0.329634054124,-0.00321188035519,-0.0358760772332,0.0294523165229
198,C(borrower_state)[T.AZ],0.208780768685,0.329634054124,-0.0197614081029,-0.0505760876043,0.0110532713984
199,C(borrower_state)[T.CA],0.610528572335,0.329634054124,-0.00767711264754,-0.037220325967,0.0218661006719
200,C(borrower_state)[T.CO],0.274831314931,0.329634054124,0.0171219190245,-0.0136091398155,0.0478529778645
201,C(borrower_state)[T.CT],0.000771542654687,0.329634054124,0.0539165811497,0.0224923279934,0.085340834306
202,C(borrower_state)[T.DC],0.00946899780787,0.329634054124,0.0515267541914,0.0126041072643,0.0904494011185
203,C(borrower_state)[T.DE],0.672902747678,0.329634054124,-0.00825666765878,-0.0465894025588,0.0300760672412
204,C(borrower_state)[T.FL],0.0296999827744,0.329634054124,-0.0329941695482,-0.062739009021,-0.00324933007542
205,C(borrower_state)[T.GA],0.0262045666495,0.329634054124,-0.0341946970779,-0.0643410180841,-0.00404837607167
206,C(borrower_state)[T.HI],0.954981176809,0.329634054124,-0.00103403991391,-0.0369347054552,0.0348666256273
207,C(borrower_state)[T.IA],7.02090990199e-33,0.329634054124,-0.430001958626,-0.500555954866,-0.359447962387
208,C(borrower_state)[T.ID],0.937650132598,0.329634054124,0.00141099896224,-0.0339429880229,0.0367649859474
209,C(borrower_state)[T.IL],0.145405986184,0.329634054124,-0.0222514888283,-0.0522059163959,0.00770293873935
210,C(borrower_state)[T.IN],0.157526978044,0.329634054124,-0.0223135468159,-0.053255006963,0.00862791333111
